"CODIGOCONTRATO","NOMBRE_TIPOREGISTRO","CODIGO_ESPECIALIDAD","NOMBRE_ESPECIALIDAD","CODIGO_CATEGORIA","NOMBRE_CATEGORIA"
219149,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
221874,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
226530,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
226530,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A a S","A Superior"
225141,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
226548,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
225141,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
224868,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
228322,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
228322,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
227958,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
228441,"Sin Registro","0","Sin Especialidad","no existe","no existe"
227958,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
222301,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
228943,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era A","Tercera A"
229083,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
229083,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","A","A"
232433,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
232433,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
255126,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era B","Tercera B"
232863,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
247026,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
255126,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
255126,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
236579,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
236579,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
247026,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
227802,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
227802,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
248628,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
250674,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
250674,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
250674,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
256875,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
254627,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
254627,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
256875,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
256612,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","2da","Segunda"
250736,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
250736,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
258985,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
258985,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
258059,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
260764,"Sin Registro","0","Sin Especialidad","no existe","no existe"
261344,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
257028,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
260824,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
261166,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
258006,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
258006,"Contratista O. Mayores","3 O.C.","Pavimentos","1era","Primera"
254723,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era A","Tercera A"
263073,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
209468,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
209468,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
209468,"Consultor","6.1.","Obras de Arquitectura","2da","Segunda"
220857,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3","Tercera"
220075,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
220857,"Contratista O. Mayores","3 O.C.","Pavimentos","3","Tercera"
213230,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
213230,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
224903,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
223954,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
224313,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
224313,"Contratista O. Menores","5 O.M.","Pavimentos","A","A"
225669,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
228014,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
283540,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
283539,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
284579,"Consultor","4.1.","Estructuras","2da","Segunda"
284579,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
287944,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
277088,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
286818,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","B","B"
287713,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
288049,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
288049,"Contratista O. Menores","21 O.M.","Obras de Defensas Fluviales","B","B"
281841,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
289500,"Contratista O. Mayores","3 O.C.","Pavimentos","3","Tercera"
287349,"Sin Registro","0","Sin Especialidad","no existe","no existe"
289505,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
289505,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
289306,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
289306,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
289179,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
292048,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A","A"
290435,"Sin Registro","0","Sin Especialidad","no existe","no existe"
292500,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
293014,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
290769,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
290769,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
292500,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A a S","A Superior"
292334,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
291777,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
291777,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
291926,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
291825,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era B","Tercera B"
291825,"Contratista O. Mayores","15 O.C.","Puentes y Cruces Desnivelados","3era B","Tercera B"
299777,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
292649,"Contratista O. Menores","20 O.M.","Hormigón Marítimo","A a S","A Superior"
292810,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A","A"
292819,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
292810,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
292742,"Contratista O. Menores","19 O.M.","Conservación Habitual de caminos y obras de regadío","B","B"
292821,"Contratista O. Menores","18 O.M.","Seguridad Vial","B","B"
292821,"Contratista O. Menores","22 O.M.","Revestimientos de Canales","A","A"
302377,"Contratista O. Menores","5 O.M.","Pavimentos","A a S","A Superior"
297571,"Contratista O. Mayores","18 O.C.","Señalización Horizontal de Seguridad Vial","3","Tercera"
291630,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","1a S","Primera Superior"
291630,"Consultor","1.3.","De Sistemas de Transporte","1a S","Primera Superior"
291630,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
303691,"Contratista O. Mayores","20 O.C.","Cierres Perimetrales y Vallados de Seguridad Vial","2da","Segunda"
259066,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
259066,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
269804,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
269804,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
269816,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
269816,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
269819,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
269819,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","B","B"
271285,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
271285,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
271285,"Contratista O. Menores","8 O.M.","Instalación de Agua Potable y Alcantarillado","A a S","A Superior"
271285,"Contratista O. Menores","10 O.M.","Sondaje y Prospecciones","A a S","A Superior"
270345,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
270345,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
270083,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
270089,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
270083,"Contratista O. Menores","2 O.M.","Excavaciones con Explosivos","A a S","A Superior"
273390,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","3era A","Tercera A"
251752,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
251752,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
251752,"Contratista O. Mayores","13 O.C.","Obras de Defensas Fluviales","3era A","Tercera A"
264061,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
264061,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","3era A","Tercera A"
273751,"Sin Registro","0","Sin Especialidad","no existe","no existe"
273752,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
273752,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
270324,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
272834,"Contratista O. Menores","18 O.M.","Seguridad Vial","A a S","A Superior"
268383,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
271612,"Contratista O. Mayores","2 O.C.","Obras de Hormigon Estructural","2da","Segunda"
271612,"Contratista O. Mayores","6 O.C.","Obras de Arquitectura","2da","Segunda"
273731,"Sin Registro","0","Sin Especialidad","no existe","no existe"
274446,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
274446,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
270745,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
263545,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
275897,"Sin Registro","0","Sin Especialidad","no existe","no existe"
275573,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","B","B"
275895,"Sin Registro","0","Sin Especialidad","no existe","no existe"
277534,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
277717,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
261731,"Consultor","3.1.","Mecanica de Suelos y de Rocas","2da","Segunda"
261731,"Consultor","4.4.","Obras Portuarias","2da","Segunda"
265115,"Contratista O. Mayores","9 O.C.","Dragados","1era","Primera"
278533,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era B","Tercera B"
282503,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
269214,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
269201,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","3era A","Tercera A"
283494,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
283494,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
283453,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
285418,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
283453,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
283445,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
283445,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
282503,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era A","Tercera A"
283528,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
286770,"Contratista O. Menores","9 O.M.","Obras de Arquitectura","B","B"
283859,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
283859,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
283573,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1era","Primera"
278564,"Consultor","1.1.","General (Desarrollo Multidisciplinario)","2da","Segunda"
278564,"Consultor","1.3.","De Sistemas de Transporte","2da","Segunda"
278564,"Consultor","4.9.","Obras Viales (Urbanas y Rurales)","1a S","Primera Superior"
289039,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
288910,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
289045,"Consultor","4.8.","Obras Sanitarias","3era","Tercera"
276252,"Sin Registro","0","Sin Especialidad","no existe","no existe"
288717,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
290603,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
290603,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A a S","A Superior"
288717,"Contratista O. Menores","15 O.M.","Estructuras de Maderas","A","A"
291599,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","A","A"
291423,"Contratista O. Menores","7 O.M.","Instalación de Tuberías","B","B"
288257,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","B","B"
281954,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","1era","Primera"
292629,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
291781,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
293535,"Contratista O. Mayores","5 O.C.","Obras de Colocacion de Tuberias","1era","Primera"
284057,"Contratista O. Mayores","3 O.C.","Pavimentos","3era A","Tercera A"
283098,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
284090,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
283847,"Contratista O. Mayores","3 O.C.","Pavimentos","3era B","Tercera B"
287081,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
287081,"Contratista O. Menores","2 O.M.","Excavaciones con Explosivos","A a S","A Superior"
287081,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
282220,"Contratista O. Menores","4 O.M.","Hormigón estructural y albañilerías","A a S","A Superior"
286942,"Sin Registro","0","Sin Especialidad","no existe","no existe"
285167,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
282975,"Contratista O. Menores","1 O.M.","Movimiento de Tierra al Exterior","A a S","A Superior"
282975,"Contratista O. Menores","3 O.M.","Bases y Sub-Bases","A a S","A Superior"
286385,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","2da","Segunda"
286385,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
277899,"Contratista O. Mayores","3 O.C.","Pavimentos","2da","Segunda"
286303,"Contratista O. Mayores","1 O.C.","Obras de Movimiento de Tierra","3era B","Tercera B"
